Tweet,Pos,Neg
"obama flags muhammad movie trailer httptcotnhagdwu via youtube
",0.0,0.0
"barack obama go americans foold
",0.0,0.0
"photo peace l o v e and obama for president taken with instagram httptcozh1mevby
",0.07142857142857142,0.0
"rt juiceballsss fuck obama for this lesbian shit alvarogomez guilty
",0.0,-0.1
"obama campaign rt nezzienezz time for change was so 2008ish  rt mz2much i see my tl out of control  aint shit changed 
",0.0,0.0
"rt cleo54123 scary 2012 obama martial law concentration camps amp coffins for americans httptcoj31opkgc via youtube
",0.0,-0.0625
"lakers obama
",0.0,0.0
"rt medvedshow dem crowds chant four more years four more years of what exactly  what part of obamas 1st term do they want to re 
",0.0,0.0
"breaking news from newsmax  the amateur book about obamas wreckage while in office  via biselliano httptcoi17kjddo  truth
",0.0,0.0
"obama asked youtube to suppress the film that is blamed for islamist rioting this is in accordance w demands of muslim brotherhood
",0.045454545454545456,0.0
"koolnessisagreatqualityinaleader obama
",0.0,0.0
"rt carley1000 could it be that obama is purposely  starting a war before the election so that he can declare martial law and stay in o 
",0.0,-0.038461538461538464
"httptco9xuf6a6y  sununu obamas foreign policy based on his ego nytimes abc we cant all be wrong about obama wake up
",0.0,-0.1
"rt lbeattle88 us better off than 2008 bardgal when economic confidence goes up while youre potus not down youjustpulledanobama h 
",0.1,-0.05
"rt rbrucemorgan obama those you support in the arab spring are driving christians out of the middle east nice friends you choose i 
",0.13043478260869565,0.0
"rt donna816 romney continues his absurd attacks on obama as suspects in libya killings are arrested | alternet httptco6yacvnye  
",0.0,-0.05263157894736842
"jokowi y masrt baimguitar mukanya kyk obama lama2
",0.0,0.0
"docrocktex26 ummm gregory is really trying to get an answer out of bibi about obama throwing israel under the bus
",0.0,-0.05
"rt ghettochiidren if obama lose fuck tha bullshit im packing my shit and moving to bikini bottom
",0.058823529411764705,0.0
"rt arianepsom live streaming with the president    2012 obama reelection campaign headquarters httptcowiumayvb
",0.07692307692307693,0.0
"1461 days of the obama administration current list of president obamas executive orders httptcoaevy9myx
",0.0,0.0
"lmao====gtobama prolly called romney and said i dont see how you can hate from outside the white house you cant even get in hahaha leggoo
",0.08,0.0
"rt 2chainzlyrics mitt romney might as well vote for obama too
",0.18181818181818182,0.0
"cmsd look what i foundon obamas tweets he signs his tweets bo httptcoj2yiq0jg
",0.0,0.0
"rt baimguitar mukanya kyk obama lama2
",0.0,0.0
"antiislam filmmaker donated million dollars to obama campaign   httptco9rnpdoco
",0.0,0.0
"rt alexnbcnews israeli pm netanyahu on mtp also notes that obama should communicate to iran that there is a red line they cant cross
",0.0,-0.041666666666666664
"rt cleo54123 1461 days of the obama administration current list of president obamas executive orders httptcoj2tdwfco
",0.0,0.0
"wonam6 kittyfitz50 sydsoup how do equate what obama supporters say about mitt with the disrespect shown to obama by elected gop members
",0.0,0.0
"la economía de ee uu está bien la pregunta que podría costar la reelección a obama  foto reuters  httptcodef0hjhm
",0.0,0.0
"theranfan if you love obama illhelpyoupack this is one of the best tweets ive seen obama ltltltlt
",0.058823529411764705,0.0
"gop obummer hates israel1 netanyahu on mtp i think president obama has met with me more than any other leader in the world tcot
",0.0,0.0
"rt harveyjkaye pelosi another obama win doesnt change gop obstructionism httptcoenpyfeon
",0.0,0.0
"rt jstncase618 obama is in seclusion  president obama is in an unusual state of seclusion this weekend holding no official events 
",0.0,-0.047619047619047616
"rt midiasemmascara a infância muçulmana de obama  httptco9zszk3hz  eua  religião
",0.0,0.0
"raywatts susan rice lies almost as well as jay carney obamas potted plant
",0.07692307692307693,-0.07692307692307693
"now thats a lie rt adamsbaldwin shorter obama i lie to you what are you going to do about it
",0.0,-0.1
"rt beatingherunder ❒ romney ✔ obama
",0.0,0.0
"mittromney i know u are angry as we are  and the cover up from the train wreck if obama admin and msm is insult to injury
",0.0,-0.15384615384615385
"rt cbsnews john mccain us is weakened under obama due to policy of disengagement via facethenation httptcovtz8xffx
",0.0,0.0
"rt newsninja2012  retweet if you are voting against barack obama amp his horrible policies in november  tcot gop sgp blac 
",0.0,-0.1
"rt richardgrenell obama waited 15 hours to respond to a developing situation amp his 1st words were to attack romney mitchellrepor 
",0.0,-0.047619047619047616
"rep mike rogers is siding with obama and cant be trusted he leans toward susan rice bs get is out of there vote him out next
",0.0,0.0
"rt ofala take a big step toward reelecting president obama commit to vote httptcorwohqpx4
",0.0,0.0
"rt jpodhoretz if romney campaign is so awful why is obama tied with him where are the chicagostinks pieces everybody too incestuou 
",0.0,-0.045454545454545456
"ap sources obama launching china trade case senior administration officials say president barack obama will la httptcohd5fu9e4
",0.058823529411764705,0.0
"robert paisola news ap sources obama launching china trade case senior administration official httptcof8zkbedx world news zone
",0.0,0.0
"rt politicalbill when government works how president obama protected take home pay in 2011 | the peoples view httptcotqiontus
",0.0,0.0
"fox news analyst romney correct that obama sympathizing with embassy attackers httptcoji3ikzt9 via zite who let the crazies out
",0.05263157894736842,0.0
"rt iowahawkblog after endorsing acorn occupy seiu amp wiunion what made you think obama has anything against angry mobs
",0.0,-0.10526315789473684
"ap sources obama launching china trade case senior administration officials say president barack obama will la httptcov0tui21v
",0.058823529411764705,0.0
"if the polls were truthful romney would be way ahead because obama has nothing to stand on except major fail yer
",0.047619047619047616,0.0
"obama should use once you go black you never go back as his campaign slogan
",0.0,-0.06666666666666667
"rt veenabeena michelle obama been down with obama for 23 years  you bitches cant even hold a mufucka down for 23 hours 😂😒
",0.043478260869565216,-0.08695652173913043
"rt liamcochrane coming up on connect asia obama is meeting aung san suu kyi but will he meet president thein sein
",0.047619047619047616,0.0
"rt art2u2 that obama is a breath of fresh air you almost forget bush ever existed
",0.0625,0.0
"obama crams for debates works on being concise jeff mason  reuters httptcovu3oomex httptcoqm5k2uks
",0.0,0.0
"rt daveweigel if obama wins this thing after a year of panic over voter id well get more momentum for voter id wont we
",0.041666666666666664,-0.041666666666666664
"i havent had sponge bob mac and cheese since obama was elected
",0.0,0.0
"obama to launch auto trade case against china  official  reuters httptco9nga0axx
",0.0,-0.09090909090909091
"juaniraola egun on juan no podemos olvidar que 1 obama empezó hace más de 4 años y que 2 tiene mucho más apoyo internacional
",0.0,0.0
"israël netanyahu joue romney contre obama httptco2cnxladp usa2102 afp
",0.0,0.0
"rt fragmentally obama has more compassion for the little guy jay leno i dont need his compassion i want govt out of the way s 
",0.08,-0.08
"theonlyrunyan13 smfen auzwright i wont stop until there is a tony in every household obama 2024
",0.0,0.0
"rt factswikipedia president obama was known to be a heavy marijuana smoker in his teen and college years his nickname use to be bara 
",0.0,0.0
"rt jonnybraunvo apparently im supposed to be more angry with what mitt romney does with his money rather than what obama does with mi 
",0.0,-0.041666666666666664
"rt obamavsamerica its true barack obama joined the socialist new party on january 11 1996 which is hostile even to democrats ht 
",0.09090909090909091,-0.045454545454545456
"obama victory fund 2012 can suck my dick
",0.125,0.0
"gotta love this one ~ republicans making the case for obamas reelection^p httptcozzwrelnw
",0.07692307692307693,0.0
"obama is evil but do not mistake him for stupid httptcokefkayru  httptco8pmo1v31 and httptcodbth9vyj
",0.0,-0.21428571428571427
"oprah hello  plis follow supportobamaid this is the official barrack obama fans from indonesia support obama 2012
",0.058823529411764705,0.0
"lol rt aih serupatapitaksama joko widodo vs barack obama fauzi bowo vs adolf hitler senyum itu indah httptcowmrvdexb
",0.0,0.0
"hahaha oh shit obama caught httptcoxy4hs4d1
",0.0,0.0
"president obamas weekly address carrying on the work of our fallen heroes  video httptcosfnztxgm p2 obama ofa gop cnn msnbc
",0.0,0.0
"obama httptcofq5zs4ob
",0.0,0.0
"rt vietnammongoose  of times obama has tweeted about jayz amp beyonce 47   of times he tweeted about murder of 4 americans in l 
",0.0,-0.043478260869565216
"the 4 year obama war class race gender amp age where is code pink a$$holes
",0.0,-0.06666666666666667
"rt assangec akawaca obama prosecuted more whistleblowers than last 7 presidents combined gitmo open drone amp extrajudicial ki 
",0.05555555555555555,0.0
"michelle obama comimg to nccu wed niggas in line earlyyyy getting tickets
",0.0,0.0
"i would like to see obama detain deeznutz that dude is a disgrace to leos everywhere
",0.0,-0.0625
"rt twitchyteam howard dean of course i meant tensions with israel are netanyahus fault not obamas httptcogo2ix6qy
",0.0,0.0
"apologizing for america again rt tpm obama will announce a new trade case against china in ohio monday httptcojnc9jkzk
",0.05263157894736842,-0.05263157894736842
"mccain rogers obamas policy of disengagement led to attack on us posts httptcotxbz7sql
",0.0,-0.07692307692307693
"dont usually get political however i heard romney stated that the avg middle class income is $250kyr what planet is he on obama 2012
",0.0,0.0
"joenbc thanku for bringing up the bipartisan spirit obama and amp boehner created that was then dissed by gop no spending cuts wo revenue
",0.041666666666666664,0.0
"rt enquerre obama administration blocked investigations into torture revealed by wikileaks httptcoudllytsz
",0.0,-0.08333333333333333
"rt therickwilson noteworthy piece rt ewerickson if the election were held today barack obama would win httptcokbqudrum
",0.058823529411764705,0.0
"rt mthorntoncpa i told my lib dem friend that liberals in hindsight will measure the success of the obama admin by the amount of money 
",0.12,0.0
"barackobama dwstweets dnc2012 obama is a coward obama ceremony for libya victims important we send message america is everyones friend
",0.1,-0.05
"tired of msm lies amp spin do something heres how gtgt instafact check the omedia httptcoy9wncfoa tcot teaparty lnyhbt gop rnc
",0.0,-0.09523809523809523
"rt hashnewyork nydailynews netanyahu demands obama draw a red line on iran nukes httptcouxehi3lo nydailynews netanyahu
",0.0,0.0
"egypts muslim brotherhood president leads obama follows httptco15diuvet via sharethis
",0.0,0.0
"andersoncooperrt anncoulter 84 wounded amp 70 killed soldiers in afghanistan have been under obamas leadership  press silent
",0.0,0.0
"where is barack obama at  i wanna see the homie
",0.0,0.0
"i want to see michelle obama but not that badly notalinefan
",0.0,-0.09090909090909091
"patdissent too bad they didnt have the foresight to stop it from happening int he first place should have told obama to go pound sand
",0.04,-0.04
"7eleven romney amp obama coffee cups my boy anoush tells me romney cups selling strong take that ppppolls science httptcokuq8glzp
",0.05,0.0
"rt ssreaney emergency stay motion on ndaa ruling filed today by thejusticedept  14th amendment due process clause in jeopardy http 
",0.0,-0.05
"il president 12 obama d 471 romney r 338 sep 10  southern illinois univ httptcokypopcyr
",0.0,0.0
"rt rbpundit alright stop what youre doing cause im about to ruin the image and the style that youre used to gt httpt 
",0.0,-0.043478260869565216
"mittromney obama is glad the film has came out to cause muslim problems it takes the real issue away no jobs in america thanks to obama
",0.07692307692307693,-0.038461538461538464
"i fucking hate morons  obama stays on kansas ballot  httptcoqmmoduhz httptcolzsgtfiu
",0.0,0.0
"when it comes to interplanetary foreign policy knowhow obama has no experience httptco9ykv1y6k
",0.0,0.0
"rt stevenertelt chaput on obama i cant vote for somebody who is proabortion httptcogmhcz89q prolifepolitics catholic prolife
",0.0,0.0
"obama you did not kill osama bin laden our military did that amp on that note youve never been in active service amp neither have you clinton
",0.037037037037037035,0.0
"you know when you think heffrondrive couldnt get any more perfect  take a look httptcotmgmc7io ❤
",0.0625,0.0
"rt mckaycoppins obama camp manager messina2012 its hard to serve as president for all americans when youve disdainfully written o 
",0.0,-0.1
"rt realdonaldtrump its monday how many more excuses will obama make today about the economy
",0.06666666666666667,-0.06666666666666667
"rt riley1999 we are experiencing bombardment by a state controlled media only gushing adoring stories for obama all other stories s 
",0.047619047619047616,-0.047619047619047616
"obama tells romney to walk the walk on china cincinnati reuters  us httptco4xeljbtd
",0.0,0.0
"rt igorbobic obama camp on romney vid its hard to serve as president for all americans when youve disdainfully written off half th 
",0.0,-0.08695652173913043
"rt politicalwire obama camp  its hard to serve as president for all americans when youve disdainfully written off half the nation 
",0.0,-0.09523809523809523
"je sens que obama va pas repasser aux prochaines elections
",0.0,0.0
"rt barackobama you cant stand up to china when all youve done is send them our jobspresident obama on mitt romney
",0.0,0.0
"rt shondi99 gop cong blows up at cnn host i dont care what fact check says obama apologizes for america httptcod0rhyjsi via 
",0.0,0.0
"rt kattwillliams im surprised obama isnt using once you go black you never go back as his campaign slogan
",0.0,-0.05263157894736842
"obama administration fights for the ndaa  business insider httptcoz2yyyubv
",0.0,0.0
"rt cloud obama will be reelected because once you go black you never go back ~
",0.0625,-0.0625
"rt chasepolitics what is there about obamas tenure that any voter would want more of read at httptcob7kaaggp tcot mitt2012 l 
",0.0,0.0
"my wife and i earn good livings are expecting a child not on welfare and pay our taxes we also support president obama 47percent
",0.125,0.0
"rt sapphiresexii vote obama fuck romney vote obama fuck romney vote obama fuck romney gtgtgtgt retweet this onto a hate 
",0.0,0.0
"rt patdollard breaking shock obama to apologize to egypt for mohammed movie by freeing blind sheikh who bombed world trade center ht 
",0.0,-0.09090909090909091
"rt richardgrenell dear media its time to start asking obama tough questions about the killing of our us ambassador in libya why did 
",0.043478260869565216,0.0
"rt comfypaws yup there are folks who wont vote against their govt entitlements  aka obama bucks 47percent dont pay taxes
",0.0,-0.05
"mrpope what obamathe rock child is militia
",0.0,0.0
"jecarter4 arent you unemployed  i guess obamas economy has affected yet another victim  i assume you will vote for romney for change
",0.045454545454545456,0.0
"hahaha obama wants a big booty hoe for his birthday tooo httptcowpiarrnt
",0.0,0.0
"keitholbermann is that reaction for accurate romney comment or obama lies about not having specific warning of libya attackmurders
",0.05263157894736842,-0.10526315789473684
"rt nickhopkins12 obama just gives all these people free money food stamps and welfare because he knows that will make them vote for him
",0.16666666666666666,0.0
"rt spoiledthug vote obama fuck romney vote obama fuck romney vote obama fuck romney gtgtgtgt retweet this onto a hater 
",0.0,-0.05
"rt ross77 daily kos secret video shows romney claiming 47 percent will vote for obama because they are moochers httptcophbegt6 
",0.05,0.0
"obamas policies have imploded and mitt romney had nothing to do with it  the rush limbaugh show httptcoeuzehh7n
",0.0,0.0
"rt donestebon secret video romney tells millionaire donors what he really thinks of obama voters httptcolb9cptre via motherjones
",0.0,0.0
"rt evanmcs obama official tells tpm no response to romney presser tonight he didnt say anything new says messina statement stands
",0.0,0.0
"high treason obamas state department considering talks to release wtc bombing mastermind blind sheikh  httptcos0fgejny tcot
",0.0,-0.125
"rt krenner2 isnt 47 the number of intel briefings obama attended
",0.0,0.0
" rt desusnice    obama set lil boosie up so hed be the first black president
",0.0,-0.07142857142857142
"rt captainpajamas breaking news picture of president obama at the white house watching  the leaked mitt romney video httptcoxff 
",0.05263157894736842,0.0
"high treason obamas state department considering talks to release wtc bombing mastermind blind sheikh to egy httptcowdv2ltpg
",0.0,-0.11764705882352941
"high treason obamas state department considering talks to release wtc bombing mastermind blind sheikh to egy httptcokypjlpeg
",0.0,-0.11764705882352941
"rt tregunna based god gone fuck everyone bitch if obama dont get reelected
",0.0,0.0
"high treason obamas state department considering talks to release wtc bombing mastermind blind sheikh to egy httptcockx3zidu
",0.0,-0.11764705882352941
"these obama pics on instagram are cracking me up
",0.0,0.0
"i just donated $4700 to obama lets flood the campaign with this amount if you can
",0.0625,0.0
"rt shaddorsey352 obama httptcottsnzgc7
",0.0,0.0
"a estas horas obama sale de la casa blanca jajaja madrugon
",0.0,0.0
"i think david brooks has a 50 chance of voting obama comes november httptcoclfy4jb8
",0.0,0.0
"dick polman obama is no carter romney no reagan httptconizycg8y via kansasdotcom
",0.0,0.0
"rt jbrenn source state department considering talks to transfer blind sheikh to egypt httptcom5buwbus via theblaze
",0.0,-0.0625
"en classe de ingles la profe habla en un ingles tan raro k no lo entiende ni obama
",0.0,0.0
"see the speech that lost a us election mitt romney on obama voters httptcogvjabnyf
",0.0,-0.07142857142857142
"did obama send a gay ambassador to libya httptcoqifpdhkz
",0.0,0.0
"rt eplcfacts president obama was known to be a heavy marijuana smoker in his teen and college years his nickname use to be barack og 
",0.0,0.0
"rt tigerfists88 obama 1 voice➜ httptcoebrogjcu via youtube dnc2012 ofa tfb p2 obama peopleschamp ✩ firedup rea 
",0.0,0.0
"rt israelsurvival four messages  peres obama romney and the leader of the free world  httptcohgul6xny  you must choose  
",0.05555555555555555,0.0
"rt ajenglish opinion romneys poisoned gift to obama httptcowi86camp
",0.0,0.0
"rt factsordie barack obama told tv guide his favorite cartoon character was spongebob squarepants
",0.07142857142857142,-0.07142857142857142
"video from a hidden camera shows mitt romney claiming half of americans will vote for president obama becuase httptcof5i17bcu
",0.05263157894736842,0.0
"httptcoilviz9a4
",0.0,0.0
"will usa state dept transfer blind sheikh to egypt httptcoojny9i7x tcot sgp news foxnews cnn abc lnyhbt
",0.058823529411764705,-0.058823529411764705
"case closed if moderate voters see this video its over for obama httptcos7xnf1rw via ijreview
",0.06666666666666667,0.0
"most asinine statement ever rt jasonbiggs33 joenbc romney right about a large number of obama supporters being free loaders blocked
",0.15,-0.05
"rt mattklewis obamas life of julia meets mitts dear daughter httptcofpwgsgwc
",0.09090909090909091,0.0
"vote obama or die slowly
",0.0,-0.2
"clayaiken  funnygt leno obamas encouraging more americans to give up looking for work to bring down unemployment httptconabercdv
",0.05555555555555555,-0.05555555555555555
"told you yall betta stop playn and start preparing for when the lights go out httptcowiytwthc
",0.0,0.0
"all you freaks protesting against obama and abortions quit yelling and take your nasty posters off my campus freaks gtfo obama
",0.0,-0.09523809523809523
"rt lisbethcarter romney says ppl dependent on gov obama says unemployed bitter cling to guns amp religion amp  media attacks rom 
",0.0,-0.047619047619047616
"rt rtamerica obama wins right to indefinitely detain americans under ndaa httptcomo84ceof
",0.08333333333333333,-0.08333333333333333
"rt gavinprobably  mittromney obama said you were gay
",0.0,0.0
"hey obamayou suck
",0.0,0.0
"rt chrisrockoz hey mitt romney you know that huge lead obama has you built that romneyencore gop2012
",0.0,0.0
"rt chrisrockoz hey mitt romney you know that huge lead obama has you built that romneyencore gop2012
",0.0,0.0
"rt mistere777 maddow unintentionally exposes obama admin for fatally lax security in benghazi | httptcovk7mtm70 httptcougbxj 
",0.0625,-0.125
"rt rtamerica obama wins right to indefinitely detain americans under ndaa httptcomo84ceof
",0.08333333333333333,-0.08333333333333333
"rt flconserve941 everyonetake a look at president obamathis is what he was doing while ambassstevens was being killed httptco 
",0.0,0.0
"norsu2 any jew who votes for obama isnt paying attention rt obama faces problems in 2012 httptcoe5bbqqls obama
",0.0,-0.05555555555555555
"rt stevemartintogo how about 47 of the nation is governed by obama 47 by romney and the remaining 6 are cowpunchers
",0.0,0.0
"rt ewerickson from a friend via email the only known picture of barack obama posing with karl marx  httptcovarryxhj
",0.05263157894736842,0.0
"rt malenaerlich acabamos de ver a obama fin del comunicado
",0.0,0.0
"in a moment of weakness amp despair over the movie 2016 amp real poll results obama prayed god save the king httptcoe3zdkc6u
",0.045454545454545456,-0.09090909090909091
"this is what republicans do thingsdemocratssayinprivate when they got nothing on obama httptcoeui1kjee
",0.0,0.0
"rt patdollard college prof on leave after forcing students to sign pledge to vote for obama httptcotnmsi2tm tcot lnyhbt tlot 
",0.05,0.0
"obama in 1998 i actually believe in redistribution httptco4q8uqggc via youtube
",0.0,0.0
"elect better politicians to beat obama firstotherwise there is  no need to waste time complaining about the obama tcot
",0.05263157894736842,-0.15789473684210525
"rt anikaribyan michelle obama was right politics doesnt change who you are it reveals who you are we see you mr romney we see y 
",0.04,0.0
"video shows romney dismissing obama voters as feeling entitled httptcokozfrut8
",0.0,0.0
"obama tea party attacked by the drunk irish president
",0.0,-0.1111111111111111
"rt musicnirvana obama mr nobel peace price the middle east is burning ambassador dead  fail incompetent president disaster   
",0.05555555555555555,-0.16666666666666666
"rt jameshohmann of the 139 fundraisers obama has attended this year 39 have been completely closed to the press httptcohvpka4o4
",0.0,0.0
"rt fun obama probably called romney and said i dont see how you can hate from outside the white house you cant even get in hahaha 
",0.11538461538461539,0.0
"lmaort suckmymahls if yu votin for obama jus to keep foodstamps yu need to unfollow me
",0.0,-0.0625
"rt realdonaldtrump none of romneys leaked comments change the fact that obama is a complete disaster 20 real unemployment and $6t i 
",0.045454545454545456,-0.045454545454545456
"le scrutin obama contre romney a commencé à washington   le point ~ news et les infos actualités httptcoz6kb7l7i
",0.0,0.0
"rt monicacrowley obamas economy is in freefall amp his foreign policy in collapse but oh no  romney told the truth about all of i 
",0.0,-0.041666666666666664
"romneys secretly taped fundraising video disrespecting ppl on welfare and latinos just shows how much more im voting obama
",0.10526315789473684,-0.05263157894736842
"rt steeeezyco obama killed bin laden gave you better healthcare got most of your troops back home what else do you want him to do 
",0.04,0.0
"pastortombg so would the lamb choose between obama or romney or would he not vote between what i believe to call the lesser of two evils
",0.0,-0.07692307692307693
"rt sarahpalinlinks obama today time for letterman  not netanyahu  david letterman  fox nation httptcoxsgotqge
",0.0,0.0
"erdoğanobama görüşmesi ile ilgili abdden açıklama httptcooo8izma1
",0.0,0.0
"the real victim is mittromney httptconqjljtyd
",0.16666666666666666,0.0
"president obamas conflicting debt positions  httptco2najnfb4
",0.0,0.0
"rt nbcfirstread nbcwsj poll obama leads romney nationally by 5 points httptcovurgvqo4 fb
",0.0,0.0
"rt thelovelyjayme ✊obama obama obama voted by yo mama you aint voting ill shoot ya ass like osama swerve
",0.0,-0.05263157894736842
"rt molonlabe this pic needs to go viral p2 democrats davidaxelrod obama dnc romneyryan2012 tcot teaparty gop rnc left ht 
",0.0,0.0
"michelle obama needs to slow her little role she got them cafeteria ladies being a little to light on the salt 
",0.047619047619047616,-0.14285714285714285
"i feel bad for those who look at romney all squinty and try to see reagan he is not there but romney is far better than obama
",0.037037037037037035,-0.037037037037037035
"obama may lift ban on madeinmyanmar as suu kyi visits httptcoemijpnuj hsc
",0.0,0.0
"gayla415 if any woman is considering voting romneyryan use obamas  expanded health coverage to get your head examined smdh
",0.0,0.0
"rt cutekamona if yall girls want your food stamps and medicaid i think you better vote for obama cause that cracker wanna take everthi 
",0.041666666666666664,0.0
"780000 more women unemployed today than when obama took office and getting worse httptcopannnxow httptcopannnxow obamavsamerica
",0.0,-0.0625
"must read this obama may lift ban on madeinmyanmar as suu kyi visits httptcog7w1wsfz
",0.0,0.0
"gbluvzniyri   lol  i am idk the woman
",0.0,0.0
"go virginia go obama up 8 points over romney in virginia httptcofsxxcfhc
",0.0,0.0
"obama could make islam video debacle an opportunity to defend free speech would that help v gop re patriotism abw httptcownewlmeh
",0.14285714285714285,-0.047619047619047616
"chrissentially raheemdevaughn feeling special my first follower was pres obama amp now raheem  i feel renewed in spirit and excited d
",0.14285714285714285,0.0
"ge buffett obama bailouts subsidies and profits | httptcotj51yqoa httptcofclb89qt via dcexaminer
",0.0,0.0
"rt iowahawkblog this isnt creepy at all professor suspended after forcing students to sign pledge to vote for obama httptconnj200wk
",0.05,0.0
"people really get butt hurt when somebody black say their not voting for obama
",0.0,-0.14285714285714285
"rt denzellamont is it just me or is obama like the freshest president ever
",0.07142857142857142,0.0
"rt usembassyjkt pernyataan presiden obama dan menlu clinton atas peristiwa yang barubaru ini terjadi di seluruh dunia httptcopge 
",0.0,0.0
"vince chi sbaglia meno come a burraco obama for president httptco3i6obmvu
",0.0,0.0
"rt cigdemizmirli dün milletçe 10 şehit 70 yaralıyı konuşurken 40 dakika boyunca obama ile suriyeyi konuşan benim başbakanım olamaz  
",0.0,0.0
"exactly rt saintrph difference between mitt and obama is that all of romneys supposed gaffes are all true
",0.05555555555555555,0.0
"obama calls filmmaker a shadowy character  katie pavlich httptcomrewabvr via townhallcom
",0.0,-0.09090909090909091
"decided instead of being mad about 47 who dont pay taxes to just fire my accountant  httptcotusdlytx romney obama
",0.05263157894736842,-0.05263157894736842
"drudgereport obama parties with jayz and beyonce httptco0pzztpz5  classy mr prez
",0.0,0.0
"obama has redefined his role as  skipper from captain to delinquent who avoids and fails to attend to duties of potus 4more yrs 2 go
",0.0,-0.04
"rt lapatilla obama recaudó fondos con jayz y beyonce httptco2bbgfg4n
",0.0,0.0
"name 1 policy that obama did that  helped the american people that did not cost us soaking the tax payers does not count cspanwj
",0.0,0.0
"rt jmartpolitico drudge results emailers asking ye ole why arent u covering obamas redistribution video
",0.0,0.0
"david letch letterman shills for obama mr letterman said you havent seen me naked its a requirement for daves interns though
",0.0,-0.047619047619047616
"beyonce hosting her fundraiser party last night at her husbands 4040 club in nyc for president obama she  httptcopfsrw2bq
",0.0,0.0
"rt thesexwizard this 16yearold girls stupid tweet to president obama just may get her locked up httptcowlkznijc
",0.058823529411764705,-0.058823529411764705
"rt kingsthings who wouldnt take a call from a president bob woodward tells me who made obama almost break his phone httptcove 
",0.0,0.0
"obama admin purchased chinesemade solar panels with stimulus funds  httptco98bhwgfu via sharethis
",0.0,0.0
"coulter romney was right that obama supporters are dependent on govt httptcorbdunve5
",0.08333333333333333,0.0
